image_id,flower_class,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,filename,file_size_kb,width_px,height_px,aspect_ratio,mode,format
10,sunflower,840.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383.0,3377.0,2434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,977.0,980.0,260.0,0.0,0.0,0.0,5796.0,32787.0,832.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2496.0,3299.0,2399.0,0.0,0.0,0.0,468.0,958.0,967.0,0.0,0.0,0.0,516.0,2251.0,2173.0,577.0,0.0,0.0,0.0,5003.0,28147.0,15944.0,1747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4777.0,27708.0,sunflower_flower_014.png,86.667,224.0,224.0,1.0,RGB,PNG
11,sunflower,873.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614.0,2172.0,1588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,2835.0,2801.0,718.0,0.0,0.0,0.0,5566.0,31199.0,902.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.0,2160.0,1578.0,0.0,0.0,0.0,1372.0,2868.0,2721.0,0.0,0.0,0.0,504.0,2002.0,2028.0,502.0,0.0,0.0,0.0,4686.0,27127.0,17062.0,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4642.0,26506.0,sunflower_flower_018.png,87.499,224.0,224.0,1.0,RGB,PNG
12,tulip,760.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.0,3345.0,3286.0,849.0,0.0,0.0,0.0,6186.0,34843.0,5703.0,619.0,0.0,0.0,0.0,3301.0,3228.0,1694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0,33.0,7.0,0.0,0.0,0.0,5350.0,30197.0,1418.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616.0,2189.0,1677.0,0.0,0.0,0.0,1545.0,3313.0,3365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5125.0,29757.0,tulip_flower_010.png,87.4873,224.0,224.0,1.0,RGB,PNG
13,tulip,949.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,4092.0,4046.0,1042.0,0.0,0.0,0.0,5790.0,33130.0,927.0,117.0,0.0,0.0,0.0,3981.0,4130.0,2017.0,0.0,0.0,0.0,2608.0,3448.0,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,35.0,31.0,8.0,0.0,0.0,0.0,4475.0,25779.0,1617.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,7585.0,7459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4471.0,25118.0,tulip_flower_013.png,90.0342,224.0,224.0,1.0,RGB,PNG
14,tulip,946.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,3096.0,3132.0,810.0,0.0,0.0,0.0,6211.0,35096.0,5878.0,661.0,0.0,0.0,0.0,2983.0,3187.0,1558.0,0.0,0.0,0.0,1498.0,2059.0,1489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,35.0,9.0,0.0,0.0,0.0,4515.0,26264.0,1644.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666.0,2102.0,1714.0,0.0,0.0,0.0,2504.0,5111.0,5159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4448.0,25666.0,tulip_flower_015.png,89.0312,224.0,224.0,1.0,RGB,PNG
15,tulip,881.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,1005.0,1042.0,300.0,0.0,0.0,0.0,7103.0,39499.0,7094.0,808.0,0.0,0.0,0.0,1027.0,953.0,518.0,0.0,0.0,0.0,2494.0,3221.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,36.0,10.0,0.0,0.0,0.0,4747.0,26780.0,1564.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078.0,2756.0,2076.0,0.0,0.0,0.0,2149.0,4280.0,4234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4584.0,26278.0,tulip_flower_017.png,87.6133,224.0,224.0,1.0,RGB,PNG
16,daisy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,59.0,210.0,296.0,307.0,379.0,325.0,5113.0,43484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,35.0,26.0,30.0,85.0,573.0,828.0,418.0,350.0,307.0,5038.0,42471.0,66.0,30.0,218.0,659.0,523.0,67.0,62.0,56.0,51.0,69.0,71.0,53.0,58.0,81.0,69.0,49.0,77.0,58.0,75.0,67.0,59.0,59.0,59.0,798.0,6115.0,6111.0,974.0,204.0,78.0,42.0,3381.0,29837.0,daisy_flower_003.png,85.0,224.0,224.0,1.0,RGB,PNG
17,lavender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,102.0,198.0,205.0,199.0,141.0,135.0,781.0,6198.0,6468.0,949.0,106.0,134.0,103.0,3542.0,30907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,39.0,148.0,218.0,196.0,169.0,106.0,95.0,3178.0,7431.0,3433.0,73.0,50.0,80.0,87.0,83.0,92.0,430.0,615.0,197.0,54.0,114.0,3421.0,29861.0,56.0,21.0,151.0,542.0,392.0,16.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,3.0,2.0,7.0,0.0,0.0,3.0,6.0,9.0,4.0,11.0,79.0,248.0,292.0,237.0,249.0,989.0,6316.0,9823.0,30709.0,lavender_flower_007.png,85.0,224.0,224.0,1.0,RGB,PNG
18,rose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,115.0,246.0,250.0,221.0,239.0,1921.0,7376.0,5090.0,3780.0,30933.0,367.0,290.0,1909.0,7295.0,4881.0,209.0,22.0,14.0,4.0,7.0,21.0,16.0,21.0,21.0,12.0,32.0,26.0,32.0,40.0,34.0,48.0,88.0,63.0,48.0,85.0,398.0,545.0,221.0,108.0,58.0,3457.0,29804.0,64.0,10.0,160.0,672.0,566.0,303.0,3359.0,7592.0,3370.0,51.0,17.0,14.0,13.0,23.0,15.0,28.0,29.0,28.0,31.0,48.0,54.0,46.0,45.0,67.0,48.0,61.0,42.0,22.0,84.0,71.0,3318.0,29925.0,rose_flower_012.png,85.0,224.0,224.0,1.0,RGB,PNG
19,sunflower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,118.0,157.0,165.0,120.0,152.0,202.0,228.0,196.0,195.0,147.0,4962.0,43516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,104.0,203.0,169.0,129.0,137.0,130.0,126.0,137.0,844.0,6276.0,6729.0,1463.0,239.0,67.0,115.0,3480.0,29814.0,13873.0,983.0,200.0,639.0,398.0,39.0,15.0,20.0,6.0,6.0,23.0,22.0,20.0,23.0,14.0,31.0,36.0,31.0,44.0,42.0,30.0,67.0,42.0,29.0,67.0,50.0,13.0,19.0,103.0,55.0,3383.0,29853.0,sunflower_flower_019.png,85.0,224.0,224.0,1.0,RGB,PNG
